"date","location","observation","age_group","target"
2024-11-02,"02",9,"0-130","inc hosp"
2024-11-09,"02",14,"0-130","inc hosp"
2024-11-16,"02",11,"0-130","inc hosp"
2024-11-23,"02",10,"0-130","inc hosp"
2024-11-30,"02",6,"0-130","inc hosp"
2024-12-07,"02",18,"0-130","inc hosp"
2024-12-14,"02",10,"0-130","inc hosp"
2024-12-21,"02",12,"0-130","inc hosp"
2024-12-28,"02",18,"0-130","inc hosp"
2025-01-04,"02",8,"0-130","inc hosp"
2025-01-11,"02",19,"0-130","inc hosp"
2025-01-18,"02",8,"0-130","inc hosp"
2025-01-25,"02",9,"0-130","inc hosp"
2025-02-01,"02",10,"0-130","inc hosp"
2025-02-08,"02",10,"0-130","inc hosp"
2025-02-15,"02",15,"0-130","inc hosp"
2025-02-22,"02",12,"0-130","inc hosp"
2025-03-01,"02",21,"0-130","inc hosp"
2025-03-08,"02",19,"0-130","inc hosp"
2025-03-15,"02",20,"0-130","inc hosp"
2025-03-22,"02",13,"0-130","inc hosp"
2025-03-29,"02",12,"0-130","inc hosp"
2025-04-05,"02",9,"0-130","inc hosp"
2025-04-12,"02",4,"0-130","inc hosp"
2025-04-19,"02",10,"0-130","inc hosp"
2025-04-26,"02",7,"0-130","inc hosp"
2025-05-03,"02",10,"0-130","inc hosp"
2025-05-10,"02",9,"0-130","inc hosp"
2025-05-17,"02",7,"0-130","inc hosp"
2025-05-24,"02",11,"0-130","inc hosp"
2025-05-31,"02",10,"0-130","inc hosp"
2025-06-07,"02",12,"0-130","inc hosp"
2025-06-14,"02",15,"0-130","inc hosp"
2025-06-21,"02",13,"0-130","inc hosp"
2025-06-28,"02",12,"0-130","inc hosp"
2025-07-05,"02",12,"0-130","inc hosp"
2025-07-12,"02",5,"0-130","inc hosp"
2025-07-19,"02",16,"0-130","inc hosp"
2025-07-26,"02",11,"0-130","inc hosp"
2025-08-02,"02",18,"0-130","inc hosp"
2025-08-09,"02",9,"0-130","inc hosp"
2025-08-16,"02",10,"0-130","inc hosp"
2025-08-23,"02",14,"0-130","inc hosp"
2025-08-30,"02",16,"0-130","inc hosp"
2025-09-06,"02",21,"0-130","inc hosp"
2025-09-13,"02",20,"0-130","inc hosp"
2025-09-20,"02",15,"0-130","inc hosp"
2025-09-27,"02",14,"0-130","inc hosp"
2024-11-09,"01",115,"0-130","inc hosp"
2024-11-16,"01",82,"0-130","inc hosp"
2024-11-23,"01",71,"0-130","inc hosp"
2024-11-30,"01",90,"0-130","inc hosp"
2024-12-07,"01",100,"0-130","inc hosp"
2024-12-14,"01",111,"0-130","inc hosp"
2024-12-21,"01",149,"0-130","inc hosp"
2024-12-28,"01",215,"0-130","inc hosp"
2025-01-04,"01",220,"0-130","inc hosp"
2025-01-11,"01",215,"0-130","inc hosp"
2025-01-18,"01",192,"0-130","inc hosp"
2025-01-25,"01",178,"0-130","inc hosp"
2025-02-01,"01",212,"0-130","inc hosp"
2025-02-08,"01",227,"0-130","inc hosp"
2025-02-15,"01",224,"0-130","inc hosp"
2025-02-22,"01",186,"0-130","inc hosp"
2025-03-01,"01",209,"0-130","inc hosp"
2025-03-08,"01",238,"0-130","inc hosp"
2025-03-15,"01",245,"0-130","inc hosp"
2025-03-22,"01",232,"0-130","inc hosp"
2025-03-29,"01",195,"0-130","inc hosp"
2025-04-05,"01",139,"0-130","inc hosp"
2025-04-12,"01",118,"0-130","inc hosp"
2025-04-19,"01",103,"0-130","inc hosp"
2025-04-26,"01",84,"0-130","inc hosp"
2025-05-03,"01",87,"0-130","inc hosp"
2025-05-10,"01",65,"0-130","inc hosp"
2025-05-17,"01",83,"0-130","inc hosp"
2025-05-24,"01",66,"0-130","inc hosp"
2025-05-31,"01",58,"0-130","inc hosp"
2025-06-07,"01",60,"0-130","inc hosp"
2025-06-14,"01",60,"0-130","inc hosp"
2025-06-21,"01",49,"0-130","inc hosp"
2025-06-28,"01",66,"0-130","inc hosp"
2025-07-05,"01",61,"0-130","inc hosp"
2025-07-12,"01",58,"0-130","inc hosp"
2025-07-19,"01",69,"0-130","inc hosp"
2025-07-26,"01",70,"0-130","inc hosp"
2025-08-02,"01",111,"0-130","inc hosp"
2025-08-09,"01",133,"0-130","inc hosp"
2025-08-16,"01",142,"0-130","inc hosp"
2025-08-23,"01",208,"0-130","inc hosp"
2025-08-30,"01",199,"0-130","inc hosp"
2025-09-06,"01",241,"0-130","inc hosp"
2025-09-13,"01",199,"0-130","inc hosp"
2025-09-20,"01",147,"0-130","inc hosp"
2025-09-27,"01",117,"0-130","inc hosp"
2024-11-09,"05",60,"0-130","inc hosp"
2024-11-16,"05",46,"0-130","inc hosp"
2024-11-23,"05",53,"0-130","inc hosp"
2024-11-30,"05",64,"0-130","inc hosp"
2024-12-07,"05",66,"0-130","inc hosp"
2024-12-14,"05",61,"0-130","inc hosp"
2024-12-21,"05",83,"0-130","inc hosp"
2024-12-28,"05",125,"0-130","inc hosp"
2025-01-04,"05",154,"0-130","inc hosp"
2025-01-11,"05",105,"0-130","inc hosp"
2025-01-18,"05",109,"0-130","inc hosp"
2025-01-25,"05",105,"0-130","inc hosp"
2025-02-01,"05",112,"0-130","inc hosp"
2025-02-08,"05",130,"0-130","inc hosp"
2025-02-15,"05",111,"0-130","inc hosp"
2025-02-22,"05",97,"0-130","inc hosp"
2025-03-01,"05",117,"0-130","inc hosp"
2025-03-08,"05",114,"0-130","inc hosp"
2025-03-15,"05",105,"0-130","inc hosp"
2025-03-22,"05",61,"0-130","inc hosp"
2025-03-29,"05",77,"0-130","inc hosp"
2025-04-05,"05",54,"0-130","inc hosp"
2025-04-12,"05",41,"0-130","inc hosp"
2025-04-19,"05",33,"0-130","inc hosp"
2025-04-26,"05",25,"0-130","inc hosp"
2025-05-03,"05",28,"0-130","inc hosp"
2025-05-10,"05",14,"0-130","inc hosp"
2025-05-17,"05",25,"0-130","inc hosp"
2025-05-24,"05",22,"0-130","inc hosp"
2025-05-31,"05",15,"0-130","inc hosp"
2025-06-07,"05",20,"0-130","inc hosp"
2025-06-14,"05",14,"0-130","inc hosp"
2025-06-21,"05",18,"0-130","inc hosp"
2025-06-28,"05",19,"0-130","inc hosp"
2025-07-05,"05",14,"0-130","inc hosp"
2025-07-12,"05",14,"0-130","inc hosp"
2025-07-19,"05",19,"0-130","inc hosp"
2025-07-26,"05",20,"0-130","inc hosp"
2025-08-02,"05",14,"0-130","inc hosp"
2025-08-09,"05",15,"0-130","inc hosp"
2025-08-16,"05",26,"0-130","inc hosp"
2025-08-23,"05",33,"0-130","inc hosp"
2025-08-30,"05",43,"0-130","inc hosp"
2025-09-06,"05",47,"0-130","inc hosp"
2025-09-13,"05",75,"0-130","inc hosp"
2025-09-20,"05",47,"0-130","inc hosp"
2025-09-27,"05",34,"0-130","inc hosp"
2024-10-26,"60",0,"0-130","inc hosp"
2024-11-02,"60",0,"0-130","inc hosp"
2024-11-23,"60",0,"0-130","inc hosp"
2024-11-30,"60",0,"0-130","inc hosp"
2024-12-07,"60",3,"0-130","inc hosp"
2024-12-14,"60",0,"0-130","inc hosp"
2024-12-21,"60",1,"0-130","inc hosp"
2024-12-28,"60",2,"0-130","inc hosp"
2025-01-04,"60",1,"0-130","inc hosp"
2025-01-11,"60",0,"0-130","inc hosp"
2025-01-18,"60",1,"0-130","inc hosp"
2025-03-15,"60",4,"0-130","inc hosp"
2025-03-22,"60",1,"0-130","inc hosp"
2025-03-29,"60",2,"0-130","inc hosp"
2025-04-26,"60",0,"0-130","inc hosp"
2025-05-03,"60",0,"0-130","inc hosp"
2025-05-10,"60",0,"0-130","inc hosp"
2025-05-31,"60",0,"0-130","inc hosp"
2025-06-07,"60",0,"0-130","inc hosp"
2025-06-14,"60",0,"0-130","inc hosp"
2025-06-21,"60",0,"0-130","inc hosp"
2025-06-28,"60",0,"0-130","inc hosp"
2025-07-05,"60",0,"0-130","inc hosp"
2025-07-12,"60",0,"0-130","inc hosp"
2025-07-19,"60",0,"0-130","inc hosp"
2025-07-26,"60",1,"0-130","inc hosp"
2025-08-02,"60",0,"0-130","inc hosp"
2025-08-09,"60",0,"0-130","inc hosp"
2025-08-16,"60",2,"0-130","inc hosp"
2025-08-23,"60",2,"0-130","inc hosp"
2025-08-30,"60",1,"0-130","inc hosp"
2025-09-06,"60",0,"0-130","inc hosp"
2025-09-13,"60",0,"0-130","inc hosp"
2025-09-20,"60",0,"0-130","inc hosp"
2025-09-27,"60",0,"0-130","inc hosp"
2024-11-09,"04",532,"0-130","inc hosp"
2024-11-16,"04",688,"0-130","inc hosp"
2024-11-23,"04",787,"0-130","inc hosp"
2024-11-30,"04",757,"0-130","inc hosp"
2024-12-07,"04",858,"0-130","inc hosp"
2024-12-14,"04",763,"0-130","inc hosp"
2024-12-21,"04",771,"0-130","inc hosp"
2024-12-28,"04",795,"0-130","inc hosp"
2025-01-04,"04",729,"0-130","inc hosp"
2025-01-11,"04",491,"0-130","inc hosp"
2025-01-18,"04",452,"0-130","inc hosp"
2025-01-25,"04",312,"0-130","inc hosp"
2025-02-01,"04",411,"0-130","inc hosp"
2025-02-08,"04",317,"0-130","inc hosp"
2025-02-15,"04",324,"0-130","inc hosp"
2025-02-22,"04",271,"0-130","inc hosp"
2025-03-01,"04",279,"0-130","inc hosp"
2025-03-08,"04",227,"0-130","inc hosp"
2025-03-15,"04",179,"0-130","inc hosp"
2025-03-22,"04",199,"0-130","inc hosp"
2025-03-29,"04",191,"0-130","inc hosp"
2025-04-05,"04",178,"0-130","inc hosp"
2025-04-12,"04",136,"0-130","inc hosp"
2025-04-19,"04",145,"0-130","inc hosp"
2025-04-26,"04",118,"0-130","inc hosp"
2025-05-03,"04",77,"0-130","inc hosp"
2025-05-10,"04",77,"0-130","inc hosp"
2025-05-17,"04",88,"0-130","inc hosp"
2025-05-24,"04",78,"0-130","inc hosp"
2025-05-31,"04",79,"0-130","inc hosp"
2025-06-07,"04",79,"0-130","inc hosp"
2025-06-14,"04",67,"0-130","inc hosp"
2025-06-21,"04",80,"0-130","inc hosp"
2025-06-28,"04",81,"0-130","inc hosp"
2025-07-05,"04",78,"0-130","inc hosp"
2025-07-12,"04",76,"0-130","inc hosp"
2025-07-19,"04",80,"0-130","inc hosp"
2025-07-26,"04",79,"0-130","inc hosp"
2025-08-02,"04",93,"0-130","inc hosp"
2025-08-09,"04",114,"0-130","inc hosp"
2025-08-16,"04",127,"0-130","inc hosp"
2025-08-23,"04",162,"0-130","inc hosp"
2025-08-30,"04",192,"0-130","inc hosp"
2025-09-06,"04",155,"0-130","inc hosp"
2025-09-13,"04",138,"0-130","inc hosp"
2025-09-20,"04",140,"0-130","inc hosp"
2025-09-27,"04",120,"0-130","inc hosp"
2024-11-02,"06",542,"0-130","inc hosp"
2024-11-09,"06",643,"0-130","inc hosp"
2024-11-16,"06",715,"0-130","inc hosp"
2024-11-23,"06",689,"0-130","inc hosp"
2024-11-30,"06",703,"0-130","inc hosp"
2024-12-07,"06",781,"0-130","inc hosp"
2024-12-14,"06",763,"0-130","inc hosp"
2024-12-21,"06",863,"0-130","inc hosp"
2024-12-28,"06",976,"0-130","inc hosp"
2025-01-04,"06",1067,"0-130","inc hosp"
2025-01-11,"06",977,"0-130","inc hosp"
2025-01-18,"06",973,"0-130","inc hosp"
2025-01-25,"06",956,"0-130","inc hosp"
2025-02-01,"06",1037,"0-130","inc hosp"
2025-02-08,"06",940,"0-130","inc hosp"
2025-02-15,"06",897,"0-130","inc hosp"
2025-02-22,"06",739,"0-130","inc hosp"
2025-03-01,"06",699,"0-130","inc hosp"
2025-03-08,"06",641,"0-130","inc hosp"
2025-03-15,"06",611,"0-130","inc hosp"
2025-03-22,"06",608,"0-130","inc hosp"
2025-03-29,"06",599,"0-130","inc hosp"
2025-04-05,"06",528,"0-130","inc hosp"
2025-04-12,"06",628,"0-130","inc hosp"
2025-04-19,"06",542,"0-130","inc hosp"
2025-04-26,"06",553,"0-130","inc hosp"
2025-05-03,"06",484,"0-130","inc hosp"
2025-05-10,"06",514,"0-130","inc hosp"
2025-05-17,"06",514,"0-130","inc hosp"
2025-05-24,"06",600,"0-130","inc hosp"
2025-05-31,"06",627,"0-130","inc hosp"
2025-06-07,"06",623,"0-130","inc hosp"
2025-06-14,"06",553,"0-130","inc hosp"
2025-06-21,"06",582,"0-130","inc hosp"
2025-06-28,"06",590,"0-130","inc hosp"
2025-07-05,"06",634,"0-130","inc hosp"
2025-07-12,"06",690,"0-130","inc hosp"
2025-07-19,"06",750,"0-130","inc hosp"
2025-07-26,"06",762,"0-130","inc hosp"
2025-08-02,"06",946,"0-130","inc hosp"
2025-08-09,"06",1068,"0-130","inc hosp"
2025-08-16,"06",1227,"0-130","inc hosp"
2025-08-23,"06",1536,"0-130","inc hosp"
2025-08-30,"06",1639,"0-130","inc hosp"
2025-09-06,"06",1728,"0-130","inc hosp"
2025-09-13,"06",1664,"0-130","inc hosp"
2025-09-20,"06",1370,"0-130","inc hosp"
2025-09-27,"06",1196,"0-130","inc hosp"
2024-11-09,"08",145,"0-130","inc hosp"
2024-11-16,"08",163,"0-130","inc hosp"
2024-11-23,"08",153,"0-130","inc hosp"
2024-11-30,"08",171,"0-130","inc hosp"
2024-12-07,"08",183,"0-130","inc hosp"
2024-12-14,"08",173,"0-130","inc hosp"
2024-12-21,"08",231,"0-130","inc hosp"
2024-12-28,"08",290,"0-130","inc hosp"
2025-01-04,"08",335,"0-130","inc hosp"
2025-01-11,"08",236,"0-130","inc hosp"
2025-01-18,"08",172,"0-130","inc hosp"
2025-01-25,"08",166,"0-130","inc hosp"
2025-02-01,"08",153,"0-130","inc hosp"
2025-02-08,"08",135,"0-130","inc hosp"
2025-02-15,"08",131,"0-130","inc hosp"
2025-02-22,"08",107,"0-130","inc hosp"
2025-03-01,"08",81,"0-130","inc hosp"
2025-03-08,"08",96,"0-130","inc hosp"
2025-03-15,"08",104,"0-130","inc hosp"
2025-03-22,"08",79,"0-130","inc hosp"
2025-03-29,"08",72,"0-130","inc hosp"
2025-04-05,"08",65,"0-130","inc hosp"
2025-04-12,"08",64,"0-130","inc hosp"
2025-04-19,"08",56,"0-130","inc hosp"
2025-04-26,"08",38,"0-130","inc hosp"
2025-05-03,"08",42,"0-130","inc hosp"
2025-05-10,"08",26,"0-130","inc hosp"
2025-05-17,"08",51,"0-130","inc hosp"
2025-05-24,"08",44,"0-130","inc hosp"
2025-05-31,"08",41,"0-130","inc hosp"
2025-06-07,"08",43,"0-130","inc hosp"
2025-06-14,"08",32,"0-130","inc hosp"
2025-06-21,"08",44,"0-130","inc hosp"
2025-06-28,"08",31,"0-130","inc hosp"
2025-07-05,"08",30,"0-130","inc hosp"
2025-07-12,"08",32,"0-130","inc hosp"
2025-07-19,"08",47,"0-130","inc hosp"
2025-07-26,"08",39,"0-130","inc hosp"
2025-08-02,"08",54,"0-130","inc hosp"
2025-08-09,"08",71,"0-130","inc hosp"
2025-08-16,"08",85,"0-130","inc hosp"
2025-08-23,"08",103,"0-130","inc hosp"
2025-08-30,"08",98,"0-130","inc hosp"
2025-09-06,"08",103,"0-130","inc hosp"
2025-09-13,"08",102,"0-130","inc hosp"
2025-09-20,"08",111,"0-130","inc hosp"
2025-09-27,"08",89,"0-130","inc hosp"
2024-10-05,"09",183,"0-130","inc hosp"
2024-10-19,"09",109,"0-130","inc hosp"
2024-10-26,"09",102,"0-130","inc hosp"
2024-11-02,"09",102,"0-130","inc hosp"
2024-11-09,"09",82,"0-130","inc hosp"
2024-11-16,"09",70,"0-130","inc hosp"
2024-11-23,"09",82,"0-130","inc hosp"
2024-11-30,"09",69,"0-130","inc hosp"
2024-12-07,"09",96,"0-130","inc hosp"
2024-12-14,"09",101,"0-130","inc hosp"
2024-12-21,"09",102,"0-130","inc hosp"
2024-12-28,"09",160,"0-130","inc hosp"
2025-01-04,"09",244,"0-130","inc hosp"
2025-01-11,"09",232,"0-130","inc hosp"
2025-01-18,"09",197,"0-130","inc hosp"
2025-01-25,"09",160,"0-130","inc hosp"
2025-02-01,"09",196,"0-130","inc hosp"
2025-02-08,"09",166,"0-130","inc hosp"
2025-02-15,"09",149,"0-130","inc hosp"
2025-02-22,"09",134,"0-130","inc hosp"
2025-03-01,"09",118,"0-130","inc hosp"
2025-03-08,"09",84,"0-130","inc hosp"
2025-03-15,"09",78,"0-130","inc hosp"
2025-03-22,"09",79,"0-130","inc hosp"
2025-03-29,"09",73,"0-130","inc hosp"
2025-04-05,"09",65,"0-130","inc hosp"
2025-04-12,"09",64,"0-130","inc hosp"
2025-04-19,"09",60,"0-130","inc hosp"
2025-04-26,"09",98,"0-130","inc hosp"
2025-05-03,"09",60,"0-130","inc hosp"
2025-05-10,"09",50,"0-130","inc hosp"
2025-05-17,"09",42,"0-130","inc hosp"
2025-05-24,"09",27,"0-130","inc hosp"
2025-05-31,"09",30,"0-130","inc hosp"
2025-06-07,"09",35,"0-130","inc hosp"
2025-06-14,"09",26,"0-130","inc hosp"
2025-06-21,"09",29,"0-130","inc hosp"
2025-06-28,"09",35,"0-130","inc hosp"
2025-07-05,"09",29,"0-130","inc hosp"
2025-07-12,"09",32,"0-130","inc hosp"
2025-07-19,"09",13,"0-130","inc hosp"
2025-07-26,"09",24,"0-130","inc hosp"
2025-08-02,"09",34,"0-130","inc hosp"
2025-08-09,"09",46,"0-130","inc hosp"
2025-08-16,"09",43,"0-130","inc hosp"
2025-08-23,"09",53,"0-130","inc hosp"
2025-08-30,"09",71,"0-130","inc hosp"
2025-09-06,"09",53,"0-130","inc hosp"
2025-09-13,"09",54,"0-130","inc hosp"
2025-09-20,"09",92,"0-130","inc hosp"
2025-09-27,"09",90,"0-130","inc hosp"
2024-11-23,"11",19,"0-130","inc hosp"
2024-12-07,"11",13,"0-130","inc hosp"
2024-12-14,"11",16,"0-130","inc hosp"
2024-12-28,"11",24,"0-130","inc hosp"
2025-01-04,"11",25,"0-130","inc hosp"
2025-01-11,"11",29,"0-130","inc hosp"
2025-01-18,"11",27,"0-130","inc hosp"
2025-01-25,"11",29,"0-130","inc hosp"
2025-02-01,"11",30,"0-130","inc hosp"
2025-02-08,"11",26,"0-130","inc hosp"
2025-02-22,"11",26,"0-130","inc hosp"
2025-03-01,"11",39,"0-130","inc hosp"
2025-03-08,"11",17,"0-130","inc hosp"
2025-03-15,"11",21,"0-130","inc hosp"
2025-03-22,"11",19,"0-130","inc hosp"
2025-08-09,"11",14,"0-130","inc hosp"
2025-08-16,"11",27,"0-130","inc hosp"
2025-08-23,"11",31,"0-130","inc hosp"
2025-08-30,"11",37,"0-130","inc hosp"
2025-09-06,"11",33,"0-130","inc hosp"
2025-09-13,"11",29,"0-130","inc hosp"
2025-09-20,"11",29,"0-130","inc hosp"
2025-09-27,"11",16,"0-130","inc hosp"
2024-11-09,"10",20,"0-130","inc hosp"
2024-11-16,"10",18,"0-130","inc hosp"
2024-11-23,"10",20,"0-130","inc hosp"
2024-11-30,"10",26,"0-130","inc hosp"
2024-12-07,"10",24,"0-130","inc hosp"
2024-12-14,"10",25,"0-130","inc hosp"
2024-12-21,"10",42,"0-130","inc hosp"
2024-12-28,"10",48,"0-130","inc hosp"
2025-01-04,"10",80,"0-130","inc hosp"
2025-01-11,"10",56,"0-130","inc hosp"
2025-01-18,"10",56,"0-130","inc hosp"
2025-01-25,"10",34,"0-130","inc hosp"
2025-02-01,"10",44,"0-130","inc hosp"
2025-02-08,"10",52,"0-130","inc hosp"
2025-02-15,"10",42,"0-130","inc hosp"
2025-02-22,"10",38,"0-130","inc hosp"
2025-03-01,"10",33,"0-130","inc hosp"
2025-03-08,"10",43,"0-130","inc hosp"
2025-03-15,"10",43,"0-130","inc hosp"
2025-03-22,"10",30,"0-130","inc hosp"
2025-03-29,"10",24,"0-130","inc hosp"
2025-04-05,"10",23,"0-130","inc hosp"
2025-04-12,"10",24,"0-130","inc hosp"
2025-04-19,"10",15,"0-130","inc hosp"
2025-04-26,"10",16,"0-130","inc hosp"
2025-05-03,"10",10,"0-130","inc hosp"
2025-05-10,"10",12,"0-130","inc hosp"
2025-05-17,"10",7,"0-130","inc hosp"
2025-05-24,"10",7,"0-130","inc hosp"
2025-05-31,"10",10,"0-130","inc hosp"
2025-06-07,"10",9,"0-130","inc hosp"
2025-06-14,"10",8,"0-130","inc hosp"
2025-06-21,"10",8,"0-130","inc hosp"
2025-06-28,"10",9,"0-130","inc hosp"
2025-07-05,"10",2,"0-130","inc hosp"
2025-07-12,"10",5,"0-130","inc hosp"
2025-07-19,"10",7,"0-130","inc hosp"
2025-07-26,"10",8,"0-130","inc hosp"
2025-08-02,"10",12,"0-130","inc hosp"
2025-08-09,"10",33,"0-130","inc hosp"
2025-08-16,"10",20,"0-130","inc hosp"
2025-08-23,"10",21,"0-130","inc hosp"
2025-08-30,"10",23,"0-130","inc hosp"
2025-09-06,"10",24,"0-130","inc hosp"
2025-09-13,"10",25,"0-130","inc hosp"
2025-09-20,"10",42,"0-130","inc hosp"
2025-09-27,"10",27,"0-130","inc hosp"
2024-11-09,"12",428,"0-130","inc hosp"
2024-11-16,"12",360,"0-130","inc hosp"
2024-11-23,"12",299,"0-130","inc hosp"
2024-11-30,"12",320,"0-130","inc hosp"
2024-12-07,"12",305,"0-130","inc hosp"
2024-12-14,"12",338,"0-130","inc hosp"
2024-12-21,"12",399,"0-130","inc hosp"
2024-12-28,"12",442,"0-130","inc hosp"
2025-01-04,"12",648,"0-130","inc hosp"
2025-01-11,"12",587,"0-130","inc hosp"
2025-01-18,"12",553,"0-130","inc hosp"
2025-01-25,"12",627,"0-130","inc hosp"
2025-02-01,"12",635,"0-130","inc hosp"
2025-02-08,"12",612,"0-130","inc hosp"
2025-02-15,"12",526,"0-130","inc hosp"
2025-02-22,"12",491,"0-130","inc hosp"
2025-03-01,"12",469,"0-130","inc hosp"
2025-03-08,"12",412,"0-130","inc hosp"
2025-03-15,"12",463,"0-130","inc hosp"
2025-03-22,"12",397,"0-130","inc hosp"
2025-03-29,"12",408,"0-130","inc hosp"
2025-04-05,"12",372,"0-130","inc hosp"
2025-04-12,"12",315,"0-130","inc hosp"
2025-04-19,"12",320,"0-130","inc hosp"
2025-04-26,"12",332,"0-130","inc hosp"
2025-05-03,"12",324,"0-130","inc hosp"
2025-05-10,"12",336,"0-130","inc hosp"
2025-05-17,"12",321,"0-130","inc hosp"
2025-05-24,"12",338,"0-130","inc hosp"
2025-05-31,"12",384,"0-130","inc hosp"
2025-06-07,"12",420,"0-130","inc hosp"
2025-06-14,"12",517,"0-130","inc hosp"
2025-06-21,"12",636,"0-130","inc hosp"
2025-06-28,"12",702,"0-130","inc hosp"
2025-07-05,"12",789,"0-130","inc hosp"
2025-07-12,"12",880,"0-130","inc hosp"
2025-07-19,"12",949,"0-130","inc hosp"
2025-07-26,"12",1103,"0-130","inc hosp"
2025-08-02,"12",1199,"0-130","inc hosp"
2025-08-09,"12",1207,"0-130","inc hosp"
2025-08-16,"12",1332,"0-130","inc hosp"
2025-08-23,"12",1401,"0-130","inc hosp"
2025-08-30,"12",1529,"0-130","inc hosp"
2025-09-06,"12",1428,"0-130","inc hosp"
2025-09-13,"12",1258,"0-130","inc hosp"
2025-09-20,"12",1021,"0-130","inc hosp"
2025-09-27,"12",741,"0-130","inc hosp"
2024-11-09,"13",89,"0-130","inc hosp"
2024-11-16,"13",80,"0-130","inc hosp"
2024-11-23,"13",76,"0-130","inc hosp"
2024-11-30,"13",84,"0-130","inc hosp"
2024-12-07,"13",114,"0-130","inc hosp"
2024-12-14,"13",161,"0-130","inc hosp"
2024-12-21,"13",173,"0-130","inc hosp"
2024-12-28,"13",232,"0-130","inc hosp"
2025-01-04,"13",302,"0-130","inc hosp"
2025-01-11,"13",251,"0-130","inc hosp"
2025-01-18,"13",257,"0-130","inc hosp"
2025-01-25,"13",212,"0-130","inc hosp"
2025-02-01,"13",288,"0-130","inc hosp"
2025-02-08,"13",312,"0-130","inc hosp"
2025-02-15,"13",262,"0-130","inc hosp"
2025-02-22,"13",254,"0-130","inc hosp"
2025-03-01,"13",263,"0-130","inc hosp"
2025-03-08,"13",279,"0-130","inc hosp"
2025-03-15,"13",306,"0-130","inc hosp"
2025-03-22,"13",279,"0-130","inc hosp"
2025-03-29,"13",233,"0-130","inc hosp"
2025-04-05,"13",199,"0-130","inc hosp"
2025-04-12,"13",169,"0-130","inc hosp"
2025-04-19,"13",151,"0-130","inc hosp"
2025-04-26,"13",160,"0-130","inc hosp"
2025-05-03,"13",106,"0-130","inc hosp"
2025-05-10,"13",107,"0-130","inc hosp"
2025-05-17,"13",90,"0-130","inc hosp"
2025-05-24,"13",82,"0-130","inc hosp"
2025-05-31,"13",85,"0-130","inc hosp"
2025-06-07,"13",76,"0-130","inc hosp"
2025-06-14,"13",62,"0-130","inc hosp"
2025-06-21,"13",83,"0-130","inc hosp"
2025-06-28,"13",86,"0-130","inc hosp"
2025-07-05,"13",85,"0-130","inc hosp"
2025-07-12,"13",113,"0-130","inc hosp"
2025-07-19,"13",119,"0-130","inc hosp"
2025-07-26,"13",159,"0-130","inc hosp"
2025-08-02,"13",183,"0-130","inc hosp"
2025-08-09,"13",239,"0-130","inc hosp"
2025-08-16,"13",300,"0-130","inc hosp"
2025-08-23,"13",378,"0-130","inc hosp"
2025-08-30,"13",386,"0-130","inc hosp"
2025-09-06,"13",372,"0-130","inc hosp"
2025-09-13,"13",295,"0-130","inc hosp"
2025-09-20,"13",223,"0-130","inc hosp"
2025-09-27,"13",163,"0-130","inc hosp"
2024-11-09,"66",0,"0-130","inc hosp"
2024-11-16,"66",3,"0-130","inc hosp"
2024-11-23,"66",0,"0-130","inc hosp"
2024-11-30,"66",1,"0-130","inc hosp"
2024-12-07,"66",1,"0-130","inc hosp"
2024-12-14,"66",0,"0-130","inc hosp"
2024-12-21,"66",0,"0-130","inc hosp"
2024-12-28,"66",1,"0-130","inc hosp"
2025-01-04,"66",1,"0-130","inc hosp"
2025-01-11,"66",0,"0-130","inc hosp"
2025-01-18,"66",1,"0-130","inc hosp"
2025-01-25,"66",1,"0-130","inc hosp"
2025-02-01,"66",1,"0-130","inc hosp"
2025-02-08,"66",0,"0-130","inc hosp"
2025-02-15,"66",0,"0-130","inc hosp"
2025-02-22,"66",1,"0-130","inc hosp"
2025-03-01,"66",0,"0-130","inc hosp"
2025-03-08,"66",0,"0-130","inc hosp"
2025-03-15,"66",1,"0-130","inc hosp"
2025-03-22,"66",1,"0-130","inc hosp"
2025-03-29,"66",0,"0-130","inc hosp"
2025-04-05,"66",1,"0-130","inc hosp"
2025-04-12,"66",0,"0-130","inc hosp"
2025-04-19,"66",1,"0-130","inc hosp"
2025-04-26,"66",1,"0-130","inc hosp"
2025-05-03,"66",0,"0-130","inc hosp"
2025-05-10,"66",1,"0-130","inc hosp"
2025-05-17,"66",2,"0-130","inc hosp"
2025-05-24,"66",2,"0-130","inc hosp"
2025-05-31,"66",1,"0-130","inc hosp"
2025-06-07,"66",1,"0-130","inc hosp"
2025-06-14,"66",0,"0-130","inc hosp"
2025-06-21,"66",3,"0-130","inc hosp"
2025-06-28,"66",3,"0-130","inc hosp"
2025-07-05,"66",2,"0-130","inc hosp"
2025-07-12,"66",4,"0-130","inc hosp"
2025-07-19,"66",4,"0-130","inc hosp"
2025-07-26,"66",4,"0-130","inc hosp"
2025-08-02,"66",2,"0-130","inc hosp"
2025-08-09,"66",6,"0-130","inc hosp"
2025-08-16,"66",1,"0-130","inc hosp"
2025-08-23,"66",3,"0-130","inc hosp"
2025-08-30,"66",4,"0-130","inc hosp"
2025-09-06,"66",4,"0-130","inc hosp"
2025-09-13,"66",1,"0-130","inc hosp"
2025-09-20,"66",0,"0-130","inc hosp"
2025-09-27,"66",0,"0-130","inc hosp"
