"date","location","observation","age_group","target"
2025-02-01,"34",318,"65-130","inc hosp"
2025-02-08,"34",135,"0-64","inc hosp"
2025-02-08,"34",315,"65-130","inc hosp"
2025-02-15,"34",115,"0-64","inc hosp"
2025-02-15,"34",251,"65-130","inc hosp"
2025-02-22,"34",122,"0-64","inc hosp"
2025-02-22,"34",225,"65-130","inc hosp"
2025-03-01,"34",105,"0-64","inc hosp"
2025-03-01,"34",234,"65-130","inc hosp"
2025-03-08,"34",106,"0-64","inc hosp"
2025-03-08,"34",218,"65-130","inc hosp"
2025-03-15,"34",107,"0-64","inc hosp"
2025-03-15,"34",190,"65-130","inc hosp"
2025-03-22,"34",98,"0-64","inc hosp"
2025-03-22,"34",213,"65-130","inc hosp"
2025-03-29,"34",88,"0-64","inc hosp"
2025-03-29,"34",188,"65-130","inc hosp"
2025-04-05,"34",78,"0-64","inc hosp"
2025-04-05,"34",191,"65-130","inc hosp"
2025-04-12,"34",84,"0-64","inc hosp"
2025-04-12,"34",186,"65-130","inc hosp"
2025-04-19,"34",63,"0-64","inc hosp"
2025-04-19,"34",207,"65-130","inc hosp"
2025-04-26,"34",53,"0-64","inc hosp"
2025-04-26,"34",167,"65-130","inc hosp"
2025-05-03,"34",48,"0-64","inc hosp"
2025-05-03,"34",148,"65-130","inc hosp"
2025-05-10,"34",52,"0-64","inc hosp"
2025-05-10,"34",117,"65-130","inc hosp"
2025-05-17,"34",39,"0-64","inc hosp"
2025-05-17,"34",76,"65-130","inc hosp"
2025-05-24,"34",37,"0-64","inc hosp"
2025-05-24,"34",93,"65-130","inc hosp"
2025-05-31,"34",39,"0-64","inc hosp"
2025-05-31,"34",94,"65-130","inc hosp"
2025-06-07,"34",36,"0-64","inc hosp"
2025-06-07,"34",91,"65-130","inc hosp"
2025-06-14,"34",37,"0-64","inc hosp"
2025-06-14,"34",77,"65-130","inc hosp"
2025-06-21,"34",45,"0-64","inc hosp"
2025-06-21,"34",77,"65-130","inc hosp"
2025-06-28,"34",33,"0-64","inc hosp"
2025-06-28,"34",60,"65-130","inc hosp"
2025-07-05,"34",37,"0-64","inc hosp"
2025-07-05,"34",82,"65-130","inc hosp"
2025-07-12,"34",26,"0-64","inc hosp"
2025-07-12,"34",64,"65-130","inc hosp"
2025-07-19,"34",39,"0-64","inc hosp"
2025-07-19,"34",67,"65-130","inc hosp"
2025-07-26,"34",51,"0-64","inc hosp"
2025-07-26,"34",85,"65-130","inc hosp"
2025-08-02,"34",53,"0-64","inc hosp"
2025-08-02,"34",95,"65-130","inc hosp"
2025-08-09,"34",53,"0-64","inc hosp"
2025-08-09,"34",109,"65-130","inc hosp"
2025-08-16,"34",81,"0-64","inc hosp"
2025-08-16,"34",107,"65-130","inc hosp"
2025-08-23,"34",79,"0-64","inc hosp"
2025-08-23,"34",137,"65-130","inc hosp"
2025-08-30,"34",88,"0-64","inc hosp"
2025-08-30,"34",174,"65-130","inc hosp"
2025-09-06,"34",83,"0-64","inc hosp"
2025-09-06,"34",153,"65-130","inc hosp"
2025-09-13,"34",83,"0-64","inc hosp"
2025-09-13,"34",186,"65-130","inc hosp"
2025-09-20,"34",91,"0-64","inc hosp"
2025-09-20,"34",200,"65-130","inc hosp"
2025-09-27,"34",72,"0-64","inc hosp"
2025-09-27,"34",186,"65-130","inc hosp"
2024-11-09,"35",31,"0-64","inc hosp"
2024-11-09,"35",60,"65-130","inc hosp"
2024-11-16,"35",35,"0-64","inc hosp"
2024-11-16,"35",47,"65-130","inc hosp"
2024-11-23,"35",53,"0-64","inc hosp"
2024-11-23,"35",68,"65-130","inc hosp"
2024-11-30,"35",44,"0-64","inc hosp"
2024-11-30,"35",79,"65-130","inc hosp"
2024-12-07,"35",50,"0-64","inc hosp"
2024-12-07,"35",77,"65-130","inc hosp"
2024-12-14,"35",59,"0-64","inc hosp"
2024-12-14,"35",85,"65-130","inc hosp"
2024-12-21,"35",64,"0-64","inc hosp"
2024-12-21,"35",70,"65-130","inc hosp"
2024-12-28,"35",59,"0-64","inc hosp"
2024-12-28,"35",88,"65-130","inc hosp"
2025-01-04,"35",57,"0-64","inc hosp"
2025-01-04,"35",108,"65-130","inc hosp"
2025-01-11,"35",54,"0-64","inc hosp"
2025-01-11,"35",79,"65-130","inc hosp"
2025-01-18,"35",43,"0-64","inc hosp"
2025-01-18,"35",63,"65-130","inc hosp"
2025-01-25,"35",31,"0-64","inc hosp"
2025-01-25,"35",44,"65-130","inc hosp"
2025-02-01,"35",32,"0-64","inc hosp"
2025-02-01,"35",25,"65-130","inc hosp"
2025-02-08,"35",21,"0-64","inc hosp"
2025-02-08,"35",43,"65-130","inc hosp"
2025-02-15,"35",11,"0-64","inc hosp"
2025-02-15,"35",27,"65-130","inc hosp"
2025-02-22,"35",24,"0-64","inc hosp"
2025-02-22,"35",34,"65-130","inc hosp"
2025-03-01,"35",21,"0-64","inc hosp"
2025-03-01,"35",15,"65-130","inc hosp"
2025-03-08,"35",23,"0-64","inc hosp"
2025-03-08,"35",17,"65-130","inc hosp"
2025-03-15,"35",10,"0-64","inc hosp"
2025-03-15,"35",12,"65-130","inc hosp"
2025-03-22,"35",15,"0-64","inc hosp"
2025-03-22,"35",10,"65-130","inc hosp"
2025-03-29,"35",25,"0-64","inc hosp"
2025-03-29,"35",14,"65-130","inc hosp"
2025-04-05,"35",10,"0-64","inc hosp"
2025-04-05,"35",23,"65-130","inc hosp"
2025-04-12,"35",12,"0-64","inc hosp"
2025-04-12,"35",17,"65-130","inc hosp"
2025-04-19,"35",5,"0-64","inc hosp"
2025-04-19,"35",17,"65-130","inc hosp"
2025-04-26,"35",11,"0-64","inc hosp"
2025-04-26,"35",16,"65-130","inc hosp"
2025-05-03,"35",10,"0-64","inc hosp"
2025-05-03,"35",16,"65-130","inc hosp"
2025-05-10,"35",5,"0-64","inc hosp"
2025-05-10,"35",8,"65-130","inc hosp"
2025-05-17,"35",8,"0-64","inc hosp"
2025-05-17,"35",9,"65-130","inc hosp"
2025-05-24,"35",5,"0-64","inc hosp"
2025-05-24,"35",12,"65-130","inc hosp"
2025-05-31,"35",11,"0-64","inc hosp"
2025-05-31,"35",12,"65-130","inc hosp"
2025-06-07,"35",10,"0-64","inc hosp"
2025-06-07,"35",21,"65-130","inc hosp"
2025-06-14,"35",5,"0-64","inc hosp"
2025-06-14,"35",12,"65-130","inc hosp"
2025-06-21,"35",7,"0-64","inc hosp"
2025-06-21,"35",15,"65-130","inc hosp"
2025-06-28,"35",14,"0-64","inc hosp"
2025-06-28,"35",7,"65-130","inc hosp"
2025-07-05,"35",7,"0-64","inc hosp"
2025-07-05,"35",11,"65-130","inc hosp"
2025-07-12,"35",10,"0-64","inc hosp"
2025-07-12,"35",12,"65-130","inc hosp"
2025-07-19,"35",9,"0-64","inc hosp"
2025-07-19,"35",13,"65-130","inc hosp"
2025-07-26,"35",12,"0-64","inc hosp"
2025-07-26,"35",13,"65-130","inc hosp"
2025-08-02,"35",11,"0-64","inc hosp"
2025-08-02,"35",17,"65-130","inc hosp"
2025-08-09,"35",25,"0-64","inc hosp"
2025-08-09,"35",26,"65-130","inc hosp"
2025-08-16,"35",34,"0-64","inc hosp"
2025-08-16,"35",29,"65-130","inc hosp"
2025-08-23,"35",45,"0-64","inc hosp"
2025-08-23,"35",38,"65-130","inc hosp"
2025-08-30,"35",42,"0-64","inc hosp"
2025-08-30,"35",22,"65-130","inc hosp"
2025-09-06,"35",28,"0-64","inc hosp"
2025-09-06,"35",35,"65-130","inc hosp"
2025-09-13,"35",14,"0-64","inc hosp"
2025-09-13,"35",24,"65-130","inc hosp"
2025-09-20,"35",22,"0-64","inc hosp"
2025-09-20,"35",24,"65-130","inc hosp"
2025-09-27,"35",13,"0-64","inc hosp"
2025-09-27,"35",22,"65-130","inc hosp"
2024-11-09,"32",19,"0-64","inc hosp"
2024-11-09,"32",34,"65-130","inc hosp"
2024-11-16,"32",23,"0-64","inc hosp"
2024-11-16,"32",41,"65-130","inc hosp"
2024-11-23,"32",11,"0-64","inc hosp"
2024-11-23,"32",24,"65-130","inc hosp"
2024-11-30,"32",7,"0-64","inc hosp"
2024-11-30,"32",59,"65-130","inc hosp"
2024-12-07,"32",18,"0-64","inc hosp"
2024-12-07,"32",31,"65-130","inc hosp"
2024-12-14,"32",20,"0-64","inc hosp"
2024-12-14,"32",32,"65-130","inc hosp"
2024-12-21,"32",28,"0-64","inc hosp"
2024-12-21,"32",44,"65-130","inc hosp"
2024-12-28,"32",10,"0-64","inc hosp"
2024-12-28,"32",37,"65-130","inc hosp"
2025-01-04,"32",25,"0-64","inc hosp"
2025-01-04,"32",41,"65-130","inc hosp"
2025-01-11,"32",27,"0-64","inc hosp"
2025-01-11,"32",40,"65-130","inc hosp"
2025-01-18,"32",20,"0-64","inc hosp"
2025-01-18,"32",35,"65-130","inc hosp"
2025-01-25,"32",22,"0-64","inc hosp"
2025-01-25,"32",26,"65-130","inc hosp"
2025-02-01,"32",18,"0-64","inc hosp"
2025-02-01,"32",26,"65-130","inc hosp"
2025-02-08,"32",25,"0-64","inc hosp"
2025-02-08,"32",23,"65-130","inc hosp"
2025-02-15,"32",16,"0-64","inc hosp"
2025-02-15,"32",18,"65-130","inc hosp"
2025-02-22,"32",14,"0-64","inc hosp"
2025-02-22,"32",21,"65-130","inc hosp"
2025-03-01,"32",18,"0-64","inc hosp"
2025-03-01,"32",25,"65-130","inc hosp"
2025-03-08,"32",16,"0-64","inc hosp"
2025-03-08,"32",16,"65-130","inc hosp"
2025-03-15,"32",12,"0-64","inc hosp"
2025-03-15,"32",22,"65-130","inc hosp"
2025-03-22,"32",18,"0-64","inc hosp"
2025-03-22,"32",21,"65-130","inc hosp"
2025-03-29,"32",16,"0-64","inc hosp"
2025-03-29,"32",19,"65-130","inc hosp"
2025-04-05,"32",6,"0-64","inc hosp"
2025-04-05,"32",20,"65-130","inc hosp"
2025-04-12,"32",11,"0-64","inc hosp"
2025-04-12,"32",16,"65-130","inc hosp"
2025-04-19,"32",13,"0-64","inc hosp"
2025-04-19,"32",18,"65-130","inc hosp"
2025-04-26,"32",12,"0-64","inc hosp"
2025-04-26,"32",27,"65-130","inc hosp"
2025-05-03,"32",7,"0-64","inc hosp"
2025-05-03,"32",18,"65-130","inc hosp"
2025-05-10,"32",21,"0-64","inc hosp"
2025-05-10,"32",25,"65-130","inc hosp"
2025-05-17,"32",14,"0-64","inc hosp"
2025-05-17,"32",20,"65-130","inc hosp"
2025-05-24,"32",13,"0-64","inc hosp"
2025-05-24,"32",15,"65-130","inc hosp"
2025-05-31,"32",8,"0-64","inc hosp"
2025-05-31,"32",17,"65-130","inc hosp"
2025-06-07,"32",14,"0-64","inc hosp"
2025-06-07,"32",11,"65-130","inc hosp"
2025-06-14,"32",14,"0-64","inc hosp"
2025-06-14,"32",16,"65-130","inc hosp"
2025-06-21,"32",6,"0-64","inc hosp"
2025-06-21,"32",14,"65-130","inc hosp"
2025-06-28,"32",14,"0-64","inc hosp"
2025-06-28,"32",14,"65-130","inc hosp"
2025-07-05,"32",7,"0-64","inc hosp"
2025-07-05,"32",15,"65-130","inc hosp"
2025-07-12,"32",10,"0-64","inc hosp"
2025-07-12,"32",16,"65-130","inc hosp"
2025-07-19,"32",17,"0-64","inc hosp"
2025-07-19,"32",9,"65-130","inc hosp"
2025-07-26,"32",11,"0-64","inc hosp"
2025-07-26,"32",13,"65-130","inc hosp"
2025-08-02,"32",16,"0-64","inc hosp"
2025-08-02,"32",25,"65-130","inc hosp"
2025-08-09,"32",20,"0-64","inc hosp"
2025-08-09,"32",25,"65-130","inc hosp"
2025-08-16,"32",20,"0-64","inc hosp"
2025-08-16,"32",34,"65-130","inc hosp"
2025-08-23,"32",33,"0-64","inc hosp"
2025-08-23,"32",22,"65-130","inc hosp"
2025-08-30,"32",28,"0-64","inc hosp"
2025-08-30,"32",33,"65-130","inc hosp"
2025-09-06,"32",34,"0-64","inc hosp"
2025-09-06,"32",36,"65-130","inc hosp"
2025-09-13,"32",26,"0-64","inc hosp"
2025-09-13,"32",34,"65-130","inc hosp"
2025-09-20,"32",28,"0-64","inc hosp"
2025-09-20,"32",35,"65-130","inc hosp"
2025-09-27,"32",13,"0-64","inc hosp"
2025-09-27,"32",22,"65-130","inc hosp"
2024-11-09,"36",117,"0-64","inc hosp"
2024-11-09,"36",303,"65-130","inc hosp"
2024-11-16,"36",96,"0-64","inc hosp"
2024-11-16,"36",293,"65-130","inc hosp"
2024-11-23,"36",115,"0-64","inc hosp"
2024-11-23,"36",293,"65-130","inc hosp"
2024-11-30,"36",107,"0-64","inc hosp"
2024-11-30,"36",275,"65-130","inc hosp"
2024-12-07,"36",132,"0-64","inc hosp"
2024-12-07,"36",347,"65-130","inc hosp"
2024-12-14,"36",145,"0-64","inc hosp"
2024-12-14,"36",361,"65-130","inc hosp"
2024-12-21,"36",183,"0-64","inc hosp"
2024-12-21,"36",448,"65-130","inc hosp"
2024-12-28,"36",213,"0-64","inc hosp"
2024-12-28,"36",508,"65-130","inc hosp"
2025-01-04,"36",299,"0-64","inc hosp"
2025-01-04,"36",770,"65-130","inc hosp"
2025-01-11,"36",292,"0-64","inc hosp"
2025-01-11,"36",641,"65-130","inc hosp"
2025-01-18,"36",289,"0-64","inc hosp"
2025-01-18,"36",580,"65-130","inc hosp"
2025-01-25,"36",293,"0-64","inc hosp"
2025-01-25,"36",512,"65-130","inc hosp"
2025-02-01,"36",310,"0-64","inc hosp"
2025-02-01,"36",521,"65-130","inc hosp"
2025-02-08,"36",299,"0-64","inc hosp"
2025-02-08,"36",511,"65-130","inc hosp"
2025-02-15,"36",313,"0-64","inc hosp"
2025-02-15,"36",512,"65-130","inc hosp"
2025-02-22,"36",253,"0-64","inc hosp"
2025-02-22,"36",459,"65-130","inc hosp"
2025-03-01,"36",268,"0-64","inc hosp"
2025-03-01,"36",520,"65-130","inc hosp"
2025-03-08,"36",274,"0-64","inc hosp"
2025-03-08,"36",470,"65-130","inc hosp"
2025-03-15,"36",267,"0-64","inc hosp"
2025-03-15,"36",459,"65-130","inc hosp"
2025-03-22,"36",291,"0-64","inc hosp"
2025-03-22,"36",490,"65-130","inc hosp"
2025-03-29,"36",315,"0-64","inc hosp"
2025-03-29,"36",517,"65-130","inc hosp"
2025-04-05,"36",232,"0-64","inc hosp"
2025-04-05,"36",494,"65-130","inc hosp"
2025-04-12,"36",235,"0-64","inc hosp"
2025-04-12,"36",483,"65-130","inc hosp"
2025-04-19,"36",227,"0-64","inc hosp"
2025-04-19,"36",484,"65-130","inc hosp"
2025-04-26,"36",211,"0-64","inc hosp"
2025-04-26,"36",481,"65-130","inc hosp"
2025-05-03,"36",178,"0-64","inc hosp"
2025-05-03,"36",412,"65-130","inc hosp"
2025-05-10,"36",150,"0-64","inc hosp"
2025-05-10,"36",274,"65-130","inc hosp"
2025-05-17,"36",140,"0-64","inc hosp"
2025-05-17,"36",251,"65-130","inc hosp"
2025-05-24,"36",92,"0-64","inc hosp"
2025-05-24,"36",199,"65-130","inc hosp"
2025-05-31,"36",99,"0-64","inc hosp"
2025-05-31,"36",220,"65-130","inc hosp"
2025-06-07,"36",102,"0-64","inc hosp"
2025-06-07,"36",212,"65-130","inc hosp"
2025-06-14,"36",88,"0-64","inc hosp"
2025-06-14,"36",181,"65-130","inc hosp"
2025-06-21,"36",114,"0-64","inc hosp"
2025-06-21,"36",162,"65-130","inc hosp"
2025-06-28,"36",73,"0-64","inc hosp"
2025-06-28,"36",141,"65-130","inc hosp"
2025-07-05,"36",72,"0-64","inc hosp"
2025-07-05,"36",154,"65-130","inc hosp"
2025-07-12,"36",97,"0-64","inc hosp"
2025-07-12,"36",134,"65-130","inc hosp"
2025-07-19,"36",101,"0-64","inc hosp"
2025-07-19,"36",173,"65-130","inc hosp"
2025-07-26,"36",106,"0-64","inc hosp"
2025-07-26,"36",185,"65-130","inc hosp"
2025-08-02,"36",126,"0-64","inc hosp"
2025-08-02,"36",222,"65-130","inc hosp"
2025-08-09,"36",137,"0-64","inc hosp"
2025-08-09,"36",231,"65-130","inc hosp"
2025-08-16,"36",148,"0-64","inc hosp"
2025-08-16,"36",271,"65-130","inc hosp"
2025-08-23,"36",165,"0-64","inc hosp"
2025-08-23,"36",264,"65-130","inc hosp"
2025-08-30,"36",165,"0-64","inc hosp"
2025-08-30,"36",255,"65-130","inc hosp"
2025-09-06,"36",170,"0-64","inc hosp"
2025-09-06,"36",311,"65-130","inc hosp"
2025-09-13,"36",174,"0-64","inc hosp"
2025-09-13,"36",286,"65-130","inc hosp"
2025-09-20,"36",199,"0-64","inc hosp"
2025-09-20,"36",369,"65-130","inc hosp"
2025-09-27,"36",177,"0-64","inc hosp"
2025-09-27,"36",370,"65-130","inc hosp"
2024-11-02,"39",67,"0-64","inc hosp"
2024-11-02,"39",130,"65-130","inc hosp"
2024-11-09,"39",111,"0-64","inc hosp"
2024-11-09,"39",289,"65-130","inc hosp"
2024-11-16,"39",100,"0-64","inc hosp"
2024-11-16,"39",239,"65-130","inc hosp"
2024-11-23,"39",91,"0-64","inc hosp"
2024-11-23,"39",240,"65-130","inc hosp"
2024-11-30,"39",105,"0-64","inc hosp"
2024-11-30,"39",236,"65-130","inc hosp"
2024-12-07,"39",127,"0-64","inc hosp"
2024-12-07,"39",269,"65-130","inc hosp"
2024-12-14,"39",160,"0-64","inc hosp"
2024-12-14,"39",370,"65-130","inc hosp"
2024-12-21,"39",210,"0-64","inc hosp"
2024-12-21,"39",493,"65-130","inc hosp"
2024-12-28,"39",272,"0-64","inc hosp"
2024-12-28,"39",615,"65-130","inc hosp"
2025-01-04,"39",352,"0-64","inc hosp"
2025-01-04,"39",998,"65-130","inc hosp"
2025-01-11,"39",271,"0-64","inc hosp"
2025-01-11,"39",631,"65-130","inc hosp"
2025-01-18,"39",249,"0-64","inc hosp"
2025-01-18,"39",602,"65-130","inc hosp"
2025-01-25,"39",251,"0-64","inc hosp"
2025-01-25,"39",437,"65-130","inc hosp"
2025-02-01,"39",230,"0-64","inc hosp"
2025-02-01,"39",456,"65-130","inc hosp"
2025-02-08,"39",233,"0-64","inc hosp"
2025-02-08,"39",426,"65-130","inc hosp"
2025-02-15,"39",200,"0-64","inc hosp"
2025-02-15,"39",429,"65-130","inc hosp"
2025-02-22,"39",173,"0-64","inc hosp"
2025-02-22,"39",368,"65-130","inc hosp"
2025-03-01,"39",171,"0-64","inc hosp"
2025-03-01,"39",329,"65-130","inc hosp"
2025-03-08,"39",159,"0-64","inc hosp"
2025-03-08,"39",299,"65-130","inc hosp"
2025-03-15,"39",123,"0-64","inc hosp"
2025-03-15,"39",279,"65-130","inc hosp"
2025-03-22,"39",108,"0-64","inc hosp"
2025-03-22,"39",242,"65-130","inc hosp"
2025-03-29,"39",95,"0-64","inc hosp"
2025-03-29,"39",191,"65-130","inc hosp"
2025-04-05,"39",76,"0-64","inc hosp"
2025-04-05,"39",165,"65-130","inc hosp"
2025-04-12,"39",74,"0-64","inc hosp"
2025-04-12,"39",146,"65-130","inc hosp"
2025-04-19,"39",57,"0-64","inc hosp"
2025-04-19,"39",140,"65-130","inc hosp"
2025-04-26,"39",50,"0-64","inc hosp"
2025-04-26,"39",120,"65-130","inc hosp"
2025-05-03,"39",58,"0-64","inc hosp"
2025-05-03,"39",125,"65-130","inc hosp"
2025-05-10,"39",36,"0-64","inc hosp"
2025-05-10,"39",95,"65-130","inc hosp"
2025-05-17,"39",29,"0-64","inc hosp"
2025-05-17,"39",69,"65-130","inc hosp"
2025-05-24,"39",25,"0-64","inc hosp"
2025-05-24,"39",55,"65-130","inc hosp"
2025-05-31,"39",33,"0-64","inc hosp"
2025-05-31,"39",50,"65-130","inc hosp"
2025-06-07,"39",29,"0-64","inc hosp"
2025-06-07,"39",35,"65-130","inc hosp"
2025-06-14,"39",21,"0-64","inc hosp"
2025-06-14,"39",50,"65-130","inc hosp"
2025-06-21,"39",25,"0-64","inc hosp"
2025-06-21,"39",39,"65-130","inc hosp"
2025-06-28,"39",31,"0-64","inc hosp"
2025-06-28,"39",39,"65-130","inc hosp"
2025-07-05,"39",20,"0-64","inc hosp"
2025-07-05,"39",43,"65-130","inc hosp"
2025-07-12,"39",28,"0-64","inc hosp"
2025-07-12,"39",45,"65-130","inc hosp"
2025-07-19,"39",25,"0-64","inc hosp"
2025-07-19,"39",54,"65-130","inc hosp"
2025-07-26,"39",32,"0-64","inc hosp"
2025-07-26,"39",57,"65-130","inc hosp"
2025-08-02,"39",35,"0-64","inc hosp"
2025-08-02,"39",74,"65-130","inc hosp"
2025-08-09,"39",46,"0-64","inc hosp"
2025-08-09,"39",99,"65-130","inc hosp"
2025-08-16,"39",57,"0-64","inc hosp"
2025-08-16,"39",105,"65-130","inc hosp"
2025-08-23,"39",78,"0-64","inc hosp"
2025-08-23,"39",124,"65-130","inc hosp"
2025-08-30,"39",76,"0-64","inc hosp"
2025-08-30,"39",153,"65-130","inc hosp"
2025-09-06,"39",84,"0-64","inc hosp"
2025-09-06,"39",206,"65-130","inc hosp"
2025-09-13,"39",109,"0-64","inc hosp"
2025-09-13,"39",216,"65-130","inc hosp"
2025-09-20,"39",108,"0-64","inc hosp"
2025-09-20,"39",189,"65-130","inc hosp"
2025-09-27,"39",96,"0-64","inc hosp"
2025-09-27,"39",171,"65-130","inc hosp"
2024-11-09,"40",19,"0-64","inc hosp"
2024-11-09,"40",45,"65-130","inc hosp"
2024-11-16,"40",33,"0-64","inc hosp"
2024-11-16,"40",40,"65-130","inc hosp"
2024-11-23,"40",28,"0-64","inc hosp"
2024-11-23,"40",44,"65-130","inc hosp"
2024-11-30,"40",32,"0-64","inc hosp"
2024-11-30,"40",73,"65-130","inc hosp"
2024-12-07,"40",55,"0-64","inc hosp"
2024-12-07,"40",89,"65-130","inc hosp"
2024-12-14,"40",41,"0-64","inc hosp"
2024-12-14,"40",117,"65-130","inc hosp"
2024-12-21,"40",59,"0-64","inc hosp"
2024-12-21,"40",110,"65-130","inc hosp"
2024-12-28,"40",71,"0-64","inc hosp"
2024-12-28,"40",166,"65-130","inc hosp"
2025-01-04,"40",93,"0-64","inc hosp"
2025-01-04,"40",177,"65-130","inc hosp"
2025-01-11,"40",74,"0-64","inc hosp"
2025-01-11,"40",154,"65-130","inc hosp"
2025-01-18,"40",82,"0-64","inc hosp"
2025-01-18,"40",123,"65-130","inc hosp"
2025-01-25,"40",61,"0-64","inc hosp"
2025-01-25,"40",127,"65-130","inc hosp"
2025-02-01,"40",77,"0-64","inc hosp"
2025-02-01,"40",121,"65-130","inc hosp"
2025-02-08,"40",65,"0-64","inc hosp"
2025-02-08,"40",95,"65-130","inc hosp"
2025-02-15,"40",53,"0-64","inc hosp"
2025-02-15,"40",108,"65-130","inc hosp"
2025-02-22,"40",49,"0-64","inc hosp"
2025-02-22,"40",68,"65-130","inc hosp"
2025-03-01,"40",48,"0-64","inc hosp"
2025-03-01,"40",69,"65-130","inc hosp"
2025-03-08,"40",28,"0-64","inc hosp"
2025-03-08,"40",59,"65-130","inc hosp"
2025-03-15,"40",43,"0-64","inc hosp"
2025-03-15,"40",69,"65-130","inc hosp"
2025-03-22,"40",44,"0-64","inc hosp"
2025-03-22,"40",50,"65-130","inc hosp"
2025-03-29,"40",43,"0-64","inc hosp"
2025-03-29,"40",63,"65-130","inc hosp"
2025-04-05,"40",41,"0-64","inc hosp"
2025-04-05,"40",57,"65-130","inc hosp"
2025-04-12,"40",28,"0-64","inc hosp"
2025-04-12,"40",65,"65-130","inc hosp"
2025-04-19,"40",28,"0-64","inc hosp"
2025-04-19,"40",54,"65-130","inc hosp"
2025-04-26,"40",25,"0-64","inc hosp"
2025-04-26,"40",59,"65-130","inc hosp"
2025-05-03,"40",25,"0-64","inc hosp"
2025-05-03,"40",30,"65-130","inc hosp"
2025-05-10,"40",18,"0-64","inc hosp"
2025-05-10,"40",34,"65-130","inc hosp"
2025-05-17,"40",17,"0-64","inc hosp"
2025-05-17,"40",34,"65-130","inc hosp"
2025-05-24,"40",19,"0-64","inc hosp"
2025-05-24,"40",31,"65-130","inc hosp"
2025-05-31,"40",13,"0-64","inc hosp"
2025-05-31,"40",22,"65-130","inc hosp"
2025-06-07,"40",10,"0-64","inc hosp"
2025-06-07,"40",22,"65-130","inc hosp"
2025-06-14,"40",14,"0-64","inc hosp"
2025-06-14,"40",24,"65-130","inc hosp"
2025-06-21,"40",10,"0-64","inc hosp"
2025-06-21,"40",28,"65-130","inc hosp"
2025-06-28,"40",11,"0-64","inc hosp"
2025-06-28,"40",29,"65-130","inc hosp"
2025-07-05,"40",8,"0-64","inc hosp"
2025-07-05,"40",18,"65-130","inc hosp"
2025-07-12,"40",6,"0-64","inc hosp"
2025-07-12,"40",20,"65-130","inc hosp"
2025-07-19,"40",11,"0-64","inc hosp"
2025-07-19,"40",16,"65-130","inc hosp"
2025-07-26,"40",10,"0-64","inc hosp"
2025-07-26,"40",32,"65-130","inc hosp"
2025-08-02,"40",11,"0-64","inc hosp"
2025-08-02,"40",20,"65-130","inc hosp"
2025-08-09,"40",14,"0-64","inc hosp"
2025-08-09,"40",16,"65-130","inc hosp"
2025-08-16,"40",14,"0-64","inc hosp"
2025-08-16,"40",25,"65-130","inc hosp"
2025-08-23,"40",10,"0-64","inc hosp"
2025-08-23,"40",24,"65-130","inc hosp"
2025-08-30,"40",26,"0-64","inc hosp"
2025-08-30,"40",27,"65-130","inc hosp"
2025-09-06,"40",29,"0-64","inc hosp"
2025-09-06,"40",47,"65-130","inc hosp"
2025-09-13,"40",38,"0-64","inc hosp"
2025-09-13,"40",45,"65-130","inc hosp"
2025-09-20,"40",41,"0-64","inc hosp"
2025-09-20,"40",36,"65-130","inc hosp"
2025-09-27,"40",22,"0-64","inc hosp"
2025-09-27,"40",37,"65-130","inc hosp"
2024-11-09,"41",28,"0-64","inc hosp"
2024-11-09,"41",51,"65-130","inc hosp"
2024-11-16,"41",24,"0-64","inc hosp"
2024-11-16,"41",52,"65-130","inc hosp"
2024-11-23,"41",20,"0-64","inc hosp"
2024-11-23,"41",39,"65-130","inc hosp"
2024-11-30,"41",14,"0-64","inc hosp"
2024-11-30,"41",37,"65-130","inc hosp"
2024-12-07,"41",13,"0-64","inc hosp"
2024-12-07,"41",44,"65-130","inc hosp"
2024-12-14,"41",32,"0-64","inc hosp"
2024-12-14,"41",40,"65-130","inc hosp"
2024-12-21,"41",21,"0-64","inc hosp"
2024-12-21,"41",53,"65-130","inc hosp"
2024-12-28,"41",17,"0-64","inc hosp"
2024-12-28,"41",69,"65-130","inc hosp"
2025-01-04,"41",37,"0-64","inc hosp"
2025-01-04,"41",85,"65-130","inc hosp"
2025-01-11,"41",23,"0-64","inc hosp"
2025-01-11,"41",56,"65-130","inc hosp"
2025-01-18,"41",20,"0-64","inc hosp"
2025-01-18,"41",62,"65-130","inc hosp"
2025-01-25,"41",9,"0-64","inc hosp"
2025-01-25,"41",45,"65-130","inc hosp"
2025-02-01,"41",21,"0-64","inc hosp"
2025-02-01,"41",44,"65-130","inc hosp"
2025-02-08,"41",16,"0-64","inc hosp"
2025-02-08,"41",53,"65-130","inc hosp"
2025-02-15,"41",20,"0-64","inc hosp"
2025-02-15,"41",47,"65-130","inc hosp"
2025-02-22,"41",24,"0-64","inc hosp"
2025-02-22,"41",45,"65-130","inc hosp"
2025-03-01,"41",12,"0-64","inc hosp"
2025-03-01,"41",45,"65-130","inc hosp"
2025-03-08,"41",17,"0-64","inc hosp"
2025-03-08,"41",36,"65-130","inc hosp"
2025-03-15,"41",11,"0-64","inc hosp"
2025-03-15,"41",35,"65-130","inc hosp"
2025-03-22,"41",7,"0-64","inc hosp"
2025-03-22,"41",31,"65-130","inc hosp"
2025-03-29,"41",12,"0-64","inc hosp"
